QuestionID	originalQuestionID	totalPossiblePoint	AnswerKey	isMultipleChoiceQuestion	includesDiagram	examName	schoolGrade	subject	category	focusVerified	year	knowledgetype	topic	explanation	question	notes	explanation annotators	flags	FocusNotes			FocusNotes
Mercury_403681	403681	1	C	1	0	Mercury	7		Test		2015		MAT_CHEM_ELEMVSCOMP	6bb0-ea31-6fee-5e77|CENTRAL 44d0-0720-a568-afe0|CENTRAL 0192-47c6-a615-1984|GROUNDING d176-e42a-2654-8d3c|GROUNDING 37e1-5b9e-00a1-5e21|LEXGLUE	Sodium chloride (NaCl) is formed in a chemical reaction between sodium (Na) and chlorine (Cl_{2}). What is sodium chloride? (A) an element (B) a mixture (C) a compound (D) an atom	reaction///reactions	ZX	SUCCESS	Easy
Mercury_177345	177345	1	D	1	0	Mercury	8		Test		2015		MAT_CHEM_ELEMVSCOMP	9c5e-a6ea-6e77-4f1e|CENTRAL	Which of the following is an example of a compound? (A) copper (B) iron (C) carbon (D) water		ZX	SUCCESS	Easy
MCAS_2010_8_12008	12008	1	B	1	0	MCAS	8		Test		2010		MAT_CHEM_ELEMVSCOMP	f25a-54b9-3641-f7e4|CENTRAL 8fbe-e123-a992-cedf|GROUNDING	What is the smallest unit of a chemical compound that still has the properties of that compound? (A) a nucleus (B) a molecule (C) an element (D) an atom	[AUTOSW]	ZX	SUCCESS	Easy
MEA_2010_8_19	19	1	B	1	0	MEA	8		Test		2010		MAT_CHEM_ELEMVSCOMP	a718-0c28-7b7f-0888|CENTRAL d128-41fe-4cf0-5109|CENTRAL 6bb0-ea31-6fee-5e77|CENTRAL d176-e42a-2654-8d3c|GROUNDING f861-f54e-3435-b0e6|GROUNDING 3736-a384-38eb-75df|LEXGLUE	Which chemical is a compound? (A) helium (He) (B) hydrochloric acid (HCl) (C) hydrogen (H2) (D) nitrogen (N2)		ZX	SUCCESS	Easy
Mercury_7085873	7085873	1	A	1	0	Mercury	8		Test		2015		MAT_CHEM_ELEMVSCOMP	d227-791c-6134-8fba|CENTRAL 936b-92a1-0e96-0846|GROUNDING 9042-ff16-ab5c-0dc2|CENTRAL	Which of the following best describes two atoms of oxygen that are chemically bonded to each other? (A) molecule (B) compound (C) solution (D) mixture		ZX	SUCCESS	Easy
Mercury_7221393	7221393	1	B	1	0	Mercury	8		Test		2015		MAT_CHEM_ELEMVSCOMP	eb57-77f3-768e-3665|GROUNDING 07ab-6aed-2ab3-9846|CENTRAL 3e18-eada-4a5f-aeef|LEXGLUE 23cf-7316-0c95-9643|CENTRAL	Which substance is composed of only one type of atom? (A) water (B) gold (C) salt (D) sugar		ZX	SUCCESS	Easy
TIMSS_2003_8_pg117	pg117	1	B	1	0	TIMSS	8		Test		2003		MAT_CHEM_ELEMVSCOMP	936b-92a1-0e96-0846|CENTRAL f861-f54e-3435-b0e6|CENTRAL 23cf-7316-0c95-9643|CENTRAL 9c5e-a6ea-6e77-4f1e|NEG fcf2-562c-5997-2086|NEG	Oxygen, hydrogen, and water are substances. Which of these substances are elements? (A) oxygen, hydrogen and water (B) oxygen and hydrogen only (C) oxygen only (D) water only		ZX	SUCCESS	Challenge
TIMSS_2011_8_pg98	pg98	1	B	1	0	TIMSS	8		Test		2011		MAT_CHEM_ELEMVSCOMP	01a8-2f77-9145-2ab3|CENTRAL c53f-5f0b-4195-944d|GROUNDING	What is the chemical formula for carbon dioxide? (A) CO (B) CO2 (C) C (D) O2		ZX	SUCCESS	Easy
Mercury_7205328	7205328	1	C	1	0	Mercury	8		Test		2015		MAT_CHEM_ELEMVSCOMP	6bb0-ea31-6fee-5e77|CENTRAL d128-41fe-4cf0-5109|CENTRAL f861-f54e-3435-b0e6|GROUNDING d176-e42a-2654-8d3c|GROUNDING 880b-ae92-483a-c9fa|BACKGROUND	Which of the following results when hydrogen and chlorine chemically bond to form hydrogen chloride? (A) a mixture (B) a solution (C) a compound (D) a precipitate		ZX	SUCCESS	Easy
Mercury_403232	403232	1	D	1	0	Mercury	8		Test		2015		MAT_CHEM_ELEMVSCOMP	5030-d273-97df-4bda|CENTRAL e30d-276b-c07a-3df9|LEXGLUE 09c2-3e04-4343-223d|LEXGLUE 23cf-7316-0c95-9643|LEXGLUE 3e63-f7d0-061e-01d1|LEXGLUE	A researcher uses several procedures to separate a rock sample into different chemicals. A mass of 50 grams of one chemical is produced. If this chemical cannot be separated into other chemicals, then it is best described as (A) a compound. (B) a mixture. (C) a solution. (D) an element.		ZX	SUCCESS	Challenge
MCAS_2011_8_17692	17692	1	B	1	0	MCAS	8		Test		2011		MAT_CHEM_ELEMVSCOMP	6bb0-ea31-6fee-5e77|CENTRAL 37e1-5b9e-00a1-5e21|CENTRAL 80f0-202c-0427-9ddc|LEXGLUE	Which of the following is produced when two or more elements combine in a chemical reaction? (A) atom (B) compound (C) mixture (D) solution	can we connect "produce" to the facts?	ZX JRM	SUCCESS	Easy
Mercury_SC_400582	400582	1	A	1	0	Mercury	5		Test		2015		MAT_CHEM_ENDOEXO	144d-b049-cabe-6198|CENTRAL c647-3cc8-d585-a196|CENTRAL ed83-0798-7781-6842|CENTRAL 4aa8-45fb-6589-f574|CENTRAL da68-3173-2681-d90e|LEXGLUE f7cb-5d13-2753-d89d|LEXGLUE 1b3f-b617-d7ef-1815|LEXGLUE 0308-b556-3182-b793|LEXGLUE b877-a58b-f75a-3998|LEXGLUE	An exothermic reaction could best be demonstrated with a (A) car engine. (B) refrigerator. (C) frying pan. (D) glass bottle.		SM	SUCCESS	Challenge
Mercury_7015575	7015575	1	B	1	0	Mercury	8		Test		2015		MAT_CHEM_ENDOEXO	08b5-ca53-c1f0-593c|CENTRAL 517e-8296-a427-22ab|CENTRAL	When coal burns, the reaction (A) releases heat and is endothermic. (B) releases heat and is exothermic. (C) absorbs heat and is endothermic. (D) absorbs heat and is exothermic.		ZX	SUCCESS	Easy
Mercury_7037678	7037678	1	D	1	0	Mercury	8		Test		2015		MAT_CHEM_ENDOEXO	08b5-ca53-c1f0-593c|CENTRAL cedc-775a-b1d2-9475|LEXGLUE	Which best describes an exothermic reaction? (A) a physical change occurs (B) equal amounts of products are produced (C) energy is required (D) energy is released		ZX	SUCCESS	Easy
Mercury_7043820	7043820	1	B	1	0	Mercury	8		Test		2015		MAT_CHEM_ENDOEXO	0d27-53e1-1637-e724|CENTRAL 49fa-491a-4de3-a36a|CENTRAL c493-daa2-d48d-4fa4|LEXGLUE	When cold temperatures are produced in a chemical reaction, the reaction is known as (A) exothermic. (B) endothermic. (C) suspension. (D) vaporization.	connect "produced" to facts	JRM ZX	SUCCESS	Challenge
Mercury_186568	186568	1	D	1	0	Mercury	8		Test		2015		MAT_CHEM_ENDOEXO	62a2-5907-df58-f6a0|CENTRAL 038b-65f8-5e83-61b6|CENTRAL 6abc-4443-f672-9a97|GROUNDING 2c7a-314b-2dd8-2290|GROUNDING 4a5a-9115-28a9-b97b|GROUNDING 81b7-0a58-5b0b-0bbf|GROUNDING	Which of the following will absorb heat energy? (A) two sticks being rubbed together (B) a piece of wood burning (C) steel wool rusting (D) ice cubes melting		ZX	SUCCESS	Easy
Mercury_7013843	7013843	1	D	1	0	Mercury	8		Test		2015		MAT_CHEM_ENDOEXO	b6e3-e429-57e0-71cd|CENTRAL 08b5-ca53-c1f0-593c|CENTRAL cedc-775a-b1d2-9475|LEXGLUE 68f4-fded-7446-6c79|BACKGROUND	A hot pack is a product that releases heat when chemicals inside of it interact. What is taking place inside an active hot pack? (A) electric current (B) a net loss of mass (C) thermal insulation (D) an exothermic reaction		ZX	SUCCESS	Easy
CSZ_2008_5_CSZ10233	CSZ10233	1	D	1	0	California Standards Test - Science	5		Test		2008		MAT_CHEM_PERIODICTAB	da2d-6850-c952-aaf1|CENTRAL 4bc4-153f-1e76-5bb4|CENTRAL b575-c6e9-ca7e-c8c1|CENTRAL 26c3-eec4-e1d0-fac5|GROUNDING 10ce-c060-90b9-b748|GROUNDING 3e18-eada-4a5f-aeef|LEXGLUE	Plants and animals are composed of organic compounds. Which of the following are the common elements found in organic compounds? (A) iron, oxygen, nickel, copper. (B) sodium, potassium, gold, hydrogen. (C) helium, neon, argon, krypton. (D) carbon, hydrogen, oxygen, nitrogen.		ZX	SUCCESS	Easy
Mercury_415545	415545	1	D	1	0	Mercury	6		Test		2015		MAT_CHEM_PERIODICTAB	2114-bca8-7660-d59d|CENTRAL	What chemical symbol represents the element copper? (A) C (B) Co (C) Cp (D) Cu	[AUTOSW]	ZX	SUCCESS	Easy
ACTAAP_2007_7_18	18	1	D	1	0	ACTAAP	7		Test		2007		MAT_CHEM_PERIODICTAB	e55f-85e0-088b-8717|CENTRAL 59b8-3f62-8cdd-abf3|CENTRAL 6afa-5932-3b3d-70f8|GROUNDING e58a-f350-87e4-bf54|GROUNDING	Which elements are found to the right of the zigzag line in the periodic table? (A) liquids (B) metals (C) metals and gases (D) nonmetals and gases	[AUTOSW]	ZX	SUCCESS	Easy
Mercury_7001873	7001873	1	D	1	0	Mercury	8		Test		2015		MAT_CHEM_PERIODICTAB	6c1d-31a9-db5a-6b07|CENTRAL ecba-b67f-03a0-1140|CENTRAL 5434-afb0-0707-bade|CENTRAL ff4a-4e48-578c-07fb|LEXGLUE b0ff-5ab7-5fee-6cd1|GROUNDING cfb4-c444-6183-4bf5|GROUNDING b605-9c58-598d-817e|LEXGLUE 788e-2a30-a662-9602|CENTRAL	Neon (Ne), argon (Ar), and krypton (Kr) are in the same column on the Periodic Table of the Elements. What characteristic do these elements have in common? (A) atomic mass (B) negative electrical charge (C) number of neutrons (D) full valence electron shells	[AUTOSW]	ZX	SUCCESS	Easy
Mercury_7274313	7274313	1	C	1	0	Mercury	8		Test		2015		MAT_CHEM_PERIODICTAB	3721-0fa4-2132-da7a|CENTRAL	Where are the most reactive metals located on the periodic table? (A) the uppermost complete row of the table (B) the rows at the bottom of the table connecting two section (C) the column at the far left side of the table (D) the second column from the right side of the table	[AUTOSW]	ZX	SUCCESS	Easy
Mercury_7212853	7212853	1	C	1	0	Mercury	8		Test		2015		MAT_CHEM_PERIODICTAB	b54e-51b6-ea89-e7cc|CENTRAL aa4d-8d5a-8578-41c8|LEXGLUE e29c-9856-d215-b889|GROUNDING 104c-ec8c-c57d-317c|LEXGLUE	Elements are organized on the periodic table according to (A) electronegativity values. (B) atomic mass. (C) atomic number. (D) the number of neutrons.		ZX	SUCCESS	Easy
Mercury_412148	412148	1	A	1	0	Mercury	8		Test		2015		MAT_CHEM_PERIODICTAB	7eb8-8fb8-37c4-5dd6|CENTRAL 8424-e5dd-a2c7-77a3|CENTRAL 17cc-2202-26a1-3e06|GROUNDING c3c8-dc48-5f87-b0c1|GROUNDING 18e4-93a1-0d00-2998|CENTRAL 48f9-5369-19a4-2a6e|CENTRAL 3e58-f312-7925-95e2|CENTRAL	Which set of elements has similar bonding properties? (A) Cl, Br, and F (B) K, Ca, and Sc (C) Kr, Cl, and O (D) Be, C, and O	[AUTOSW]	ZX	SUCCESS	Easy
