QuestionID	originalQuestionID	totalPossiblePoint	AnswerKey	isMultipleChoiceQuestion	includesDiagram	examName	schoolGrade	subject	category	focusVerified	year	knowledgetype	topic	explanation	question	notes	explanation annotators	flags	FocusNotes			FocusNotes
ACTAAP_2013_5_16	16	1	A	1	0	ACTAAP	5		Dev		2013		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_PLANTCELL	816a-0510-1046-441e|CENTRAL f1b0-1ed6-289e-c065|CENTRAL 4e64-cd5b-9e82-e218|CENTRAL	Which is a true statement about cells? (A) Plant cells contain chloroplasts. (B) Animal cells are missing a nucleus. (C) Only plant cells have a cell membrane. (D) Animal cells include a rigid wall structure.		SM EW	SUCCESS	Easy
MDSA_2012_8_23	23	1	C	1	0	Maryland School Assessment	8		Dev		2012		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_REPROD	2ae0-ee99-8973-1ce6|CENTRAL 917b-dc51-7700-6380|NE 26c3-eec4-e1d0-fac5|GROUNDING ecf3-617e-32df-416b|GROUNDING 5166-6fbd-848b-4777|NE dde0-a739-e402-9c65|GROUNDING f3e0-a9eb-36d2-441b|GROUNDING 7309-3070-fa70-cad9|GROUNDING a9fc-ec58-9496-d635|CENTRAL d3ac-d13c-97bb-6a5a|GROUNDING 3b7f-815d-511b-c7bb|GROUNDING	All living things are composed of cells. Which action is not accomplished by repeated cell division? (A) a plant developing new leaves (B) a broken bone growing back together (C) a plant using sunlight to make its own food (D) an eight-pound baby growing into a 100-pound teenager		EW	SUCCESS	Easy
NYSEDREGENTS_2014_8_11	11	1	3	1	0	NYSEDREGENTS	8		Dev		2014		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_REPROD, LIFE_HEALTH_DIESEASE_NONINFECT	8b34-c608-11eb-74bc|CENTRAL	A body cell that is undergoing abnormal cell division is most likely (1) producing sex cells (2) transporting nutrients (3) forming cancerous cells (4) developing an infection		EW DUPMERGE	SUCCESS DUPMERGE	Easy
ACTAAP_2011_5_12	12	1	C	1	0	ACTAAP	5		Dev		2011		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_RESPIR	849d-06ff-794e-6880|BACKGROUND 7272-bf77-2331-1b55|CENTRAL d11d-a195-7042-efcc|CENTRAL 3d01-b0f9-5de8-8952|LEXGLUE 1e59-1be2-a1fb-758e|CENTRAL 213d-225f-ebb9-d228|LEXGLUE	There are many different processes that take place in plant and animal cells. Cellular respiration is one of those processes. What is the purpose of cellular respiration? (A) To make and store food (B) To add oxygen to the atmosphere (C) To release energy from stored food (D) To remove carbon dioxide from the atmosphere		SM EW	SUCCESS	Easy
NYSEDREGENTS_2014_8_4	4	1	2	1	0	NYSEDREGENTS	8		Dev		2014		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_RESPIR	57ee-2852-addc-6da0|GROUNDING c1cd-99dc-b931-3a4f|CENTRAL 7c9c-225e-5d6d-39ea|LEXGLUE 3c0a-2663-63e8-310e|LEXGLUE	Which process releases energy from digested food? (1) photosynthesis (2) cellular respiration (3) vitamin production (4) fertilization		EW	SUCCESS	Easy
MCAS_1998_8_2	2	1	C	1	0	MCAS	8		Dev		1998		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_STRUCT_CELLWALL	4172-46aa-e465-534f|GROUNDING 1bed-956c-9b6f-cb9e|CENTRAL d24e-3153-b652-ccfa|LEXGLUE	The cell structure that makes a plant cell more rigid than an animal cell is the (A) cell membrane. (B) cytoplasm. (C) cell wall. (D) ribosome.			SUCCESS	Challenge
MCAS_2013_8_29432	29432	1	B	1	0	MCAS	8		Dev		2013		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_STRUCT_CELLWALL	6c0f-ee50-8f2c-401e|GROUNDING 3254-8f73-9122-fec8|CENTRAL aefd-91ae-8cfa-8c9e|GROUNDING 290b-dd26-b289-0cff|GROUNDING 1910-6fcf-a49a-634a|CENTRAL af66-465f-0191-efbd|GROUNDING 1a92-e330-2321-97aa|CENTRAL 401b-d6f7-6bc5-3718|GROUNDING	Which of the following parts of a plant cell has a function that is most similar to the function of an animal skeleton? (A) cell membrane (B) cell wall (C) chloroplast (D) nucleus	[AUTOSW]	EW	SUCCESS	Challenge
TIMSS_2007_8_pg105	pg105	1	A	1	0	TIMSS	8		Dev		2007		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_STRUCT_CHLOROPLAST, LIFE_FUNCT_FEATANDFUNCT_PLANT_PHOTOSYNTH	26fe-ab70-b4a4-fe79|CENTRAL 3e2e-e065-36c0-898c|LEXGLUE	What is the main function of chlorophyll in plants? (A) To absorb light energy (B) To break down carbon dioxide (C) To make plants' leaves poisonous to insects (D) To protect plants from disease		EW DUPMERGE	SUCCESS DUPMERGE	Easy
ACTAAP_2012_7_16	16	1	D	1	0	ACTAAP	7		Dev		2012		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_STRUCT_CHROMOSOME, LIFE_REPROD_SEXASEX_SEX	e22d-775e-7301-e27d|CENTRAL 84b4-2c8a-8996-0366|CENTRAL e57b-18c2-73ff-869b|LEXGLUE	How many chromosomes are found in a fertilized human egg cell? (A) 22 (B) 23 (C) 44 (D) 46	[AUTOSW]	EW DUPMERGE	SUCCESS DUPMERGE	Easy
MCAS_2005_8_30	30	1	A	1	0	MCAS	8		Dev		2005		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_STRUCT_MITO	30eb-acc6-eb4c-3465|GROUNDING aa5e-cdc5-dd20-4bb2|CENTRAL	Which cellular organelle uses oxygen and glucose to provide energy to the cell? (A) mitochondrion (B) nucleus (C) ribosome (D) vacuole			SUCCESS	Easy
NCEOGA_2013_5_51	51	1	C	1	0	North Carolina READY End-of-Grade Assessment	5		Dev		2013		LIFE_FUNCT_FEATANDFUNCT_CELLBIO_UNIMULTICELL	d583-32a9-3187-f189|CENTRAL 0f8a-4ede-42d6-258e|CENTRAL b4d5-fb67-e195-7606|LEXGLUE 9294-541c-2211-ce63|GROUNDING	A scientist is trying to decide whether an organism is unicellular or multicellular. Which information would help the scientist most to make her decision? (A) size of the cells of the organism (B) what the organism eats (C) how many types of cells are in the organism (D) how fast the organism grows		SM EW	SUCCESS	Easy
