QuestionID	originalQuestionID	totalPossiblePoint	AnswerKey	isMultipleChoiceQuestion	includesDiagram	examName	schoolGrade	subject	category	focusVerified	year	knowledgetype	topic	explanation	question	notes	explanation annotators	flags	FocusNotes			FocusNotes
VASoL_2007_5_10	10	1	B	1	0	Virginia Standards of Learning - Science	5		Test		2007		ENG_LIGHT_REFRACT	237d-6b78-ad88-e3b4|CENTRAL 5fda-f9d8-c56d-e857|CENTRAL cf4a-23f5-6f7a-ad27|CENTRAL 34f3-92ba-d499-92d5|CENTRAL 75de-7e0e-d204-6ec0|GROUNDING	Which object helps people understand what makes up white light? (A) Barometer (B) Prism (C) Microscope (D) Thermometer	add "a tool is a kind of object"	ZX JRM	SUCCESS	Easy
ACTAAP_2013_5_5	5	1	B	1	0	ACTAAP	5		Test		2013		ENG_LIGHT_REFRACT	2a41-7224-fbc2-ba94|GROUNDING 42ae-c748-dc98-8669|CENTRAL dc5d-599a-9815-c89b|CENTRAL f963-7e59-1e19-00a9|CENTRAL 9526-aecc-22b2-4b6a|GROUNDING 502a-ad74-1aed-3da5|GROUNDING 4eac-892f-ecd2-6e0d|GROUNDING bb63-bcc5-0cd8-72db|GROUNDING faab-3e71-cd3d-575c|LEXGLUE e5ab-6c07-c15d-90f2|CENTRAL a13e-3f40-feec-4963|GROUNDING	Sam looks into a fish pond and points at a goldfish. Sam's grandfather looks where Sam is pointing and tells Sam that the fish is actually in a different location. Which property of light explains why Sam's grandfather is correct? (A) reflection (B) refraction (C) diffraction (D) absorption	add "refractivity is a kind of property"	ZX JRM	SUCCESS	Easy
MCAS_2005_5_22	22	1	B	1	0	MCAS	5		Test		2005		ENG_LIGHT_REFRACT	42ae-c748-dc98-8669|CENTRAL dc5d-599a-9815-c89b|CENTRAL 888c-d0df-12df-c3b6|GROUNDING ac9a-6d31-d96f-51cd|GROUNDING 1505-53ee-1d64-b11d|GROUNDING	What happens to the path of a light ray as it passes from air into water at an angle? (A) Its path widens. (B) Its path bends. (C) Its path becomes shorter. (D) Its path continues in a straight line.		ZX	SUCCESS	Easy
Mercury_7044240	7044240	1	D	1	0	Mercury	7		Test		2015		ENG_LIGHT_REFRACT	9dd7-bce3-00ec-dc2b|CENTRAL 5f32-68dd-7dbc-34b6|CENTRAL 2ae6-1b74-efbe-b95c|GROUNDING 0cd8-d3e8-604b-e476|GROUNDING dc5d-599a-9815-c89b|CENTRAL 55a5-70f3-961c-a142|BACKGROUND dbe8-e776-f804-99a0|BACKGROUND	Telescopes use lenses to observe distant objects such as stars. Which term best describes what happens when lenses bend and concentrate light? (A) reflecting (B) polarizing (C) diffracting (D) refracting		ZX	SUCCESS	Easy
Mercury_7082075	7082075	1	C	1	0	Mercury	8		Test		2015		ENG_LIGHT_REFRACT	2ae6-1b74-efbe-b95c|GROUNDING 9dd7-bce3-00ec-dc2b|CENTRAL 6762-80f2-9c0c-f505|CENTRAL 888c-d0df-12df-c3b6|CENTRAL 0422-48af-5034-1f72|GROUNDING c88e-8192-4808-1ed6|GROUNDING	When a beam of light passes through a clear, convex lens, the light will mostly (A) diffract and spread out. (B) diffract and come to a focal point. (C) refract and come to a focal point. (D) refract and spread out.	[AUTOSW] can we connect "passes through" to fact(s)?	ZX JRM	SUCCESS	Easy
Mercury_7009555	7009555	1	C	1	0	Mercury	8		Test		2015		ENG_LIGHT_REFRACT	ac9a-6d31-d96f-51cd|GROUNDING 1505-53ee-1d64-b11d|GROUNDING 888c-d0df-12df-c3b6|CENTRAL 0536-2ba5-dcb0-06af|CENTRAL 7830-1dcb-42c6-d8dc|GROUNDING 9241-c40f-53f2-79bc|LEXGLUE	Light waves that cross from an air medium to a water medium will (A) be focused into a straight line. (B) lose energy and dissipate. (C) change length and direction. (D) reflect off the water's surface.		ZX	SUCCESS	Challenge
MEAP_2005_8_45	45	1	D	1	0	MEAP	8		Test		2005		ENG_LIGHT_SCATTERING, MAT_PROPMATERIAL_TRANSPARENT	1c2d-a346-dcff-c7a5|CENTRAL 7517-58ce-944b-12a9|GROUNDING f90e-55df-42d7-87e3|GROUNDING 2039-3567-5102-542e|CENTRAL 76a4-177c-2287-4798|CENTRAL 4a90-d4de-70aa-2e38|NEG 69d3-1396-3b47-6de5|NEG fbc7-5562-2cfa-3802|NEG 3f3e-59a1-fd31-6e93|NEG 030c-ef6e-2f84-d561|NEG 6cc2-1474-3542-7b54|NEG	A student is investigating how light behaves when it strikes different surfaces. She has a frosted window glass pane, a clear window glass pane, a mirror, and a piece of cardboard. Which of these objects will scatter the most light? (A) the mirror, because it is reflective (B) the piece of cardboard, because it is opaque (C) the clear window glass, because it is transparent (D) the frosted window glass, because it is translucent	[AUTOSW]	ZX JRM DUPMERGE	SUCCESS DUPMERGE	Challenge
WASL_2003_5_8	8	1	A	1	0	WASL	5		Test		2003		ENG_LIGHT_SPEED, ENG_SOUND_SPEED	6699-e590-cde9-3908|GROUNDING 1bbc-5bee-916f-6a8c|CENTRAL f5f4-d4dd-cf26-09d5|LEXGLUE ffe9-e9a3-32d8-7f63|CENTRAL	At camp, Raj sees a lightning storm. He sees the lightning before he hears the thunder. What does this show? (A) Light moves faster than sound (B) Light moves slower than sound (C) Light and sound move at the same speed	[AUTOSW]	ZX DUPMERGE	HELP SUCCESS DUPMERGE	Easy
Mercury_7193690	7193690	1	A	1	0	Mercury	7		Test		2015		ENG_MEAS_UNIT	0a19-2d78-19cc-86f8|CENTRAL c457-baf0-ed17-9213|BACKGROUND	Food contains stored chemical energy. Which units of measurement can be used to compare the amounts of energy in different foods? (A) calories (B) decibels (C) newtons (D) watts		ZX	SUCCESS	Easy
NYSEDREGENTS_2008_8_7	7	1	1	1	0	NYSEDREGENTS	8		Test		2008		ENG_MEAS_UNIT	0a19-2d78-19cc-86f8|CENTRAL c457-baf0-ed17-9213|GROUNDING	Which unit is used to express the amount of energy in food? (1) Calorie (2) degree Celsius (3) milliliter (4) gram		ZX	SUCCESS	Easy
